95.72416241,197.1796361
35.75761893,67.59066954
28.81684742,60.85413282
99.95848131,196.907397
66.80974831,125.3111285
58.21569264,115.7857846
53.82107634,110.7627727
81.29608217,157.9852857
80.64869706,159.6194137
78.25281369,149.0038655
16.86348369,31.46759088
90.79914756,184.1852197
53.31273701,103.2206102
71.61878902,143.2718184
18.41059178,46.73641801
57.12434676,107.1237942
81.13468392,168.309374
82.01525542,166.8299427
36.92490825,70.50145559
44.58712604,96.86937025
26.66235446,50.37323584
74.06505712,145.5191707
17.74057673,46.55187461
6.819743819,13.24378631
26.31736009,62.5006665
82.80411905,159.9166496
39.44653696,77.98420415
76.72812059,147.2691831
42.21585614,83.6452954
94.35857584,191.9560727
42.14178513,91.73273416
3.211248607,8.251416773
6.8856734,16.09638942
13.87577216,33.35444214
63.29740364,131.5057455
60.49251936,128.6988431
79.60728523,160.3103805
83.44436306,160.6032457
54.89207011,104.4002932
62.04594417,126.969456
66.65375794,124.5191676
61.31981316,125.2174144
47.31955299,98.71948438
81.1509876,166.4324555
91.02151367,179.2368726
16.84346201,33.77723374
76.50643657,161.3729651
71.86570468,138.575401
9.848089484,17.90332828
35.78971241,74.10859171
35.888692,74.82132297
90.82944871,179.241547
7.262072837,6.434372377
35.35928817,78.08635679
79.07925376,154.5917898
21.55345833,50.0307539
79.47642778,165.4419662
48.76796664,110.897288
54.79386201,114.6918851
87.50352552,186.7442063
38.94913047,70.69722298
9.395612823,19.17903005
11.12118682,27.02295992
46.13555826,87.29244922
85.69757358,167.9246141
50.1102964,96.02054844
11.07366673,24.94632465
22.22813085,54.00414588
67.5539548,133.1652544
12.78718566,28.00622322
46.96549084,100.6055895
4.848540648,13.8572726
40.53733193,82.59066294
26.33046127,50.23180391
38.88472635,79.48177242
93.83826653,191.3243178
60.08165997,120.4951154
50.11396522,111.3523229
17.71868528,44.93760649
85.07303114,172.1332031
41.32150973,84.889236
35.45154709,69.91899124
74.02102554,149.7786463
90.5197211,187.5939097
34.54059704,66.32685895
94.56166213,189.1449641
52.95626785,103.4468359
80.10643641,158.5294301
49.82275758,98.69883963
61.78172531,122.6473951
60.28610836,124.7633463
77.32069019,155.6774931
15.64635875,35.41060825
71.54061834,151.3234587
62.45239811,129.4339588
79.05983237,163.0969026
72.19769344,142.8985226
71.41775342,148.0942085
31.00882008,63.79687625
40.32528222,86.72368533
